CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Fraud,RiskScore,BalancePerProduct,AgeRisk,HighValueCustomer,LowCreditRisk,MarketingScore,ComplainFlag,LowSatisfaction,OperationalRiskScore
631,France,Female,33,8,11983969.0,2,0,0,11737422.0,0,0,5,PLATINUM,970,0,1,0.0,0,0,0,0,0,0,1
569,France,Female,43,7,11983969.0,2,1,1,7770319.0,0,0,2,SILVER,271,0,0,0.0,0,0,0,0,0,1,1
584,Germany,Male,33,3,8831148.0,2,1,1,17765138.0,0,0,1,SILVER,882,0,0,29437.16,0,0,0,1,0,1,1
582,France,Female,40,9,11983969.0,3,1,1,6095445.0,0,0,2,SILVER,645,0,0,0.0,0,0,0,0,0,1,1
609,France,Male,32,7,7187219.0,1,1,1,15192490.0,0,0,2,SILVER,484,0,0,35936.095,0,0,0,0,0,1,1
506,Spain,Male,35,6,11004693.0,2,1,0,2631873.0,0,0,1,GOLD,606,0,2,36682.31,0,1,0,2,0,1,2
503,France,Male,42,8,10443008.0,1,1,1,14755771.0,0,0,5,GOLD,759,0,1,52215.04,0,1,0,1,0,0,0
503,France,Female,28,5,11983969.0,2,1,0,12591817.0,0,0,2,PLATINUM,868,0,1,0.0,0,0,0,0,0,1,2
806,Germany,Male,31,10,13865351.0,1,1,0,19080337.0,0,0,3,GOLD,662,0,2,69326.755,0,1,0,2,0,0,1
653,France,Female,31,7,10257504.0,1,1,1,1104354.0,0,0,5,GOLD,283,0,1,51287.52,0,1,0,1,0,0,0
666,France,Male,43,7,13778074.0,2,1,1,11910005.0,1,1,3,SILVER,817,0,2,45926.91333333333,0,1,0,1,1,0,1
674,Spain,Male,32,2,11983969.0,2,1,0,14057917.000000002,0,0,1,DIAMOND,787,0,1,0.0,0,0,0,1,0,1,2
798,France,Male,32,7,11983969.0,2,0,1,3773194.9999999995,0,0,4,GOLD,856,0,0,0.0,0,0,0,0,0,0,0
740,France,Female,30,8,10520954.0,1,1,0,185258.0,0,0,4,SILVER,814,0,2,52604.77,0,1,0,1,0,0,1
531,Germany,Female,32,0,10957021.0,2,1,1,17204984.0,0,0,3,GOLD,584,0,1,36523.403333333335,0,1,0,2,0,0,0
614,Germany,Female,44,6,11871586.0,1,1,0,13359110.999999998,1,1,2,DIAMOND,704,0,3,59357.93,0,1,0,2,1,1,3
556,France,Male,35,10,11983969.0,2,1,1,19275118.0,0,0,4,GOLD,570,0,0,0.0,0,0,0,0,0,0,0
678,Germany,Female,43,2,15339318.0,2,1,1,19382827.0,0,0,1,GOLD,274,0,1,51131.06,0,1,0,2,0,1,1
587,Germany,Male,33,6,13260335.999999998,1,1,0,5577572.0,0,0,1,SILVER,479,0,2,66301.68,0,1,0,2,0,1,2
527,Spain,Female,36,6,11983969.0,2,1,1,10228029.0,0,0,5,DIAMOND,823,0,0,0.0,0,0,0,1,0,0,0
757,Germany,Female,34,1,12939801.0,2,0,0,4496544.0,0,0,4,PLATINUM,276,0,2,43132.67,0,1,0,2,0,0,1
468,Spain,Male,28,3,11983969.0,2,1,0,17066102.0,0,0,2,GOLD,306,0,2,0.0,0,0,1,2,0,1,2
693,France,Male,29,2,15135274.0,1,0,0,19714589.0,0,0,1,PLATINUM,248,0,2,75676.37,0,1,0,1,0,1,2
483,France,Female,44,5,13683649.0,1,1,0,19235990.0,1,1,1,SILVER,853,0,4,68418.245,0,1,1,2,1,1,3
466,France,Male,40,4,9159206.0,1,1,0,14121018.0,1,1,1,SILVER,977,1,3,45796.03,0,0,1,1,1,1,3
770,France,Female,30,8,11983969.0,2,1,0,10055703.0,0,0,5,SILVER,417,0,1,0.0,0,0,0,0,0,0,1
734,France,Female,54,3,11983969.0,1,1,0,13080554.0,1,1,4,SILVER,505,0,2,0.0,0,0,0,0,1,0,2
716,France,Female,22,8,11983969.0,2,1,1,9260698.0,0,0,2,SILVER,655,0,0,0.0,1,0,0,0,0,1,1
439,France,Male,36,2,16553628.0,2,1,1,12395683.0,0,0,3,DIAMOND,877,0,2,55178.76,0,1,1,2,0,0,0
538,Germany,Male,25,5,6248295.0,1,1,1,10275843.0,0,0,2,GOLD,933,0,0,31241.475,0,0,0,1,0,1,1
743,France,Male,40,8,6815559.0,1,1,0,9487665.0,0,0,1,GOLD,413,0,1,34077.795,0,0,0,0,0,1,2
734,Spain,Female,43,3,5585333.0,2,0,1,9481185.0,1,1,1,PLATINUM,263,1,1,18617.77666666667,0,0,0,1,1,1,2
656,France,Male,37,2,11983969.0,2,0,1,6784081.0,0,0,2,SILVER,436,0,0,0.0,0,0,0,0,0,1,1
666,France,Female,31,2,7958942.999999999,1,0,0,405057.0,0,0,5,DIAMOND,569,0,1,39794.715,0,0,0,0,0,0,1
627,Spain,Male,41,5,10088076.0,1,0,1,13466525.0,0,0,4,GOLD,395,0,1,50440.38,0,1,0,2,0,0,0
480,Germany,Female,25,3,17433035.0,2,0,0,18164713.0,0,0,1,DIAMOND,425,0,3,58110.11666666667,0,1,1,3,0,1,2
792,France,Male,19,7,14339051.0,1,1,0,3328283.9999999995,0,0,4,DIAMOND,391,0,2,71695.255,1,1,0,1,0,0,1
613,Germany,Male,59,8,9141576.0,1,0,0,2796500.0,1,1,2,DIAMOND,422,0,2,45707.88,0,0,0,1,1,1,3
476,Germany,Male,30,3,13436642.000000002,1,1,0,6834353.0,0,0,4,GOLD,709,0,3,67183.21,0,1,1,3,0,0,1
539,France,Female,24,3,11983969.0,2,1,1,19816107.0,0,0,4,PLATINUM,449,0,0,0.0,1,0,0,0,0,0,0
696,Spain,Male,60,8,8878681.0,1,1,1,19685840.0,0,0,1,PLATINUM,628,0,0,44393.405,0,0,0,1,0,1,1
810,Germany,Male,35,3,9681446.0,2,1,1,12051103.0,0,0,1,GOLD,275,0,0,32271.486666666668,0,0,0,1,0,1,1
763,Germany,Male,32,9,16068041.0,1,1,0,3088635.0,0,0,3,DIAMOND,600,1,2,80340.205,0,1,0,2,0,0,1
640,France,Female,29,3,11983969.0,2,1,0,274369.0,0,0,1,SILVER,956,0,1,0.0,0,0,0,0,0,1,2
655,France,Female,47,10,11983969.0,2,1,0,16777862.0,0,0,2,SILVER,989,0,1,0.0,0,0,0,0,0,1,2
526,Germany,Male,31,5,14553721.0,1,1,0,13240464.000000002,0,0,2,GOLD,537,0,2,72768.605,0,1,0,2,0,1,2
678,France,Female,28,4,11983969.0,2,1,1,14442317.000000002,1,1,5,PLATINUM,772,0,1,0.0,0,0,0,0,1,0,1
554,France,Female,45,6,11983969.0,2,1,1,18120450.0,0,0,3,DIAMOND,802,0,0,0.0,0,0,0,0,0,0,0
597,Spain,Female,30,2,11937011.0,1,1,1,18272622.0,1,1,4,SILVER,851,0,2,59685.055,0,1,0,2,1,0,1
560,Spain,Female,28,1,11983969.0,2,1,1,12088072.0,0,0,3,SILVER,451,0,0,0.0,0,0,0,1,0,0,0
850,Germany,Female,47,10,13438151.999999998,1,0,0,2681289.0,1,1,4,DIAMOND,252,0,3,67190.76,0,1,0,2,1,0,2
546,Germany,Female,74,8,11488874.0,2,1,1,6673263.0,1,1,1,PLATINUM,562,1,2,38296.246666666666,1,1,0,2,1,1,2
623,Germany,Male,42,1,14933248.000000002,2,1,0,10083422.0,0,0,4,DIAMOND,320,0,2,49777.49333333334,0,1,0,2,0,0,1
698,France,Female,40,7,10506174.0,3,1,0,10781531.0,1,1,1,DIAMOND,448,0,3,26265.435,0,1,0,1,1,1,3
620,France,Male,32,7,11983969.0,2,1,1,3466579.0,0,0,3,PLATINUM,479,0,0,0.0,0,0,0,0,0,0,0
619,France,Female,40,10,11983969.0,1,1,1,14709384.0,1,1,3,DIAMOND,298,0,1,0.0,0,0,0,0,1,0,1
561,France,Male,21,4,11983969.0,1,1,1,3694235.0,0,0,3,DIAMOND,699,0,0,0.0,1,0,0,0,0,0,0
753,France,Female,39,7,15506279.999999998,1,1,1,1646077.0,0,0,3,GOLD,674,0,1,77531.4,0,1,0,1,0,0,0
721,Spain,Male,43,3,8879834.0,1,0,0,4561063.0,0,0,2,GOLD,592,0,1,44399.17,0,0,0,1,0,1,2
451,France,Male,33,6,11983969.0,2,1,0,18495411.0,0,0,3,GOLD,268,0,2,0.0,0,0,1,1,0,0,1
680,Germany,Female,51,5,14313987.0,1,0,0,4779543.0,1,1,1,DIAMOND,338,0,3,71569.935,0,1,0,2,1,1,3
590,Spain,Female,23,7,11983969.0,2,1,0,19678990.0,0,0,1,SILVER,469,0,1,0.0,1,0,0,1,0,1,2
634,Germany,Male,27,3,10702752.0,1,1,0,17342568.0,0,0,1,PLATINUM,610,0,2,53513.76,0,1,0,2,0,1,2
676,France,Male,29,4,14072093.0,1,1,0,3622118.0,0,0,5,PLATINUM,439,0,2,70360.465,0,1,0,1,0,0,1
642,France,Male,30,8,8096457.000000001,2,1,0,17473820.0,0,0,4,PLATINUM,270,0,1,26988.190000000002,0,0,0,0,0,0,1
760,France,Male,39,6,17858546.0,1,1,0,6713130.0,1,1,3,DIAMOND,790,0,3,89292.73,0,1,0,1,1,0,2
736,Spain,Female,26,4,13588913.0,1,1,1,16569203.0,0,0,4,PLATINUM,253,0,1,67944.565,0,1,0,2,0,0,0
656,France,Male,43,7,13491985.0,1,1,0,19469195.0,0,0,1,DIAMOND,421,0,2,67459.925,0,1,0,1,0,1,2
776,Germany,Male,33,8,11513034.0,1,0,0,12952550.0,1,1,4,GOLD,658,0,3,57565.17,0,1,0,2,1,0,2
832,Spain,Female,34,6,13819013.0,2,0,1,14651120.000000002,0,0,2,PLATINUM,424,0,1,46063.37666666667,0,1,0,2,0,1,1
631,Germany,Male,37,9,13151949.0,2,1,1,5175218.0,0,0,1,SILVER,404,0,1,43839.829999999994,0,1,0,2,0,1,1
795,Spain,Female,56,5,11983969.0,1,1,0,3541869.0,1,1,5,PLATINUM,675,0,2,0.0,0,0,0,1,1,0,2
648,Germany,Female,39,3,12693598.0,2,0,1,5799574.0,0,0,1,PLATINUM,693,0,1,42311.99333333333,0,1,0,2,0,1,1
615,France,Male,39,4,13370709.0,1,1,1,10815275.0,0,0,5,PLATINUM,358,0,1,66853.545,0,1,0,1,0,0,0
682,France,Female,27,1,9789320.0,1,1,0,16614498.000000002,0,0,5,DIAMOND,635,0,1,48946.6,0,0,0,0,0,0,1
694,France,Male,34,5,12790003.0,1,1,0,10173780.0,0,0,5,GOLD,325,0,2,63950.015,0,1,0,1,0,0,1
694,France,Male,37,10,14383547.0,1,0,1,3332671.0,0,0,1,PLATINUM,992,0,1,71917.735,0,1,0,1,0,1,1
607,France,Male,44,0,11983969.0,2,1,1,8114009.0,0,0,4,DIAMOND,430,0,0,0.0,0,0,0,0,0,0,0
664,France,Male,48,10,11983969.0,1,1,0,14017317.000000002,1,1,1,PLATINUM,495,1,2,0.0,0,0,0,0,1,1,3
756,France,Male,60,2,11983969.0,1,1,1,16651349.0,1,1,3,DIAMOND,858,0,1,0.0,0,0,0,0,1,0,1
645,France,Female,40,3,12959677.0,1,1,1,10323260.0,0,0,4,SILVER,897,0,1,64798.385,0,1,0,1,0,0,0
653,Spain,Male,30,4,11983969.0,2,1,0,12073604.0,0,0,5,DIAMOND,739,0,1,0.0,0,0,0,1,0,0,1
710,Germany,Female,24,2,11040744.0,2,0,0,1583243.0,1,1,4,SILVER,993,0,3,36802.48,1,1,0,2,1,0,2
697,France,Female,76,7,11983969.0,2,0,1,18877245.0,0,0,3,DIAMOND,733,0,0,0.0,1,0,0,0,0,0,0
619,Germany,Female,41,8,14201576.0,2,1,0,11432366.0,0,0,5,DIAMOND,222,0,2,47338.58666666667,0,1,0,2,0,0,1
648,Spain,Male,55,1,8137007.000000001,1,0,1,18153404.0,0,0,4,PLATINUM,564,0,0,40685.035,0,0,0,1,0,0,0
482,Germany,Female,48,2,6932947.0,1,0,0,10264052.0,1,1,5,DIAMOND,910,0,3,34664.735,0,0,1,2,1,0,2
548,France,Female,28,8,11675550.0,2,1,1,15858517.000000002,1,1,1,GOLD,519,0,2,38918.5,0,1,0,1,1,1,2
752,Spain,Male,44,6,8387033.0,1,1,0,17872224.0,0,0,3,SILVER,238,0,1,41935.165,0,0,0,1,0,0,1
648,France,Female,39,6,13069489.0,2,1,1,15395538.0,1,1,2,DIAMOND,912,1,2,43564.96333333333,0,1,0,1,1,1,2
643,Spain,Female,34,8,11745147.0,1,1,0,6537486.0,0,0,2,DIAMOND,531,0,2,58725.735,0,1,0,2,0,1,2
573,Germany,Female,35,9,20686878.0,2,0,1,10298615.0,0,0,3,SILVER,940,0,1,68956.26,0,1,0,2,0,0,0
686,France,Female,39,3,11169562.0,1,0,0,13664384.0,0,0,4,DIAMOND,408,0,2,55847.81,0,1,0,1,0,0,1
644,France,Female,40,9,13728526.0,4,1,0,7706363.0,1,1,3,GOLD,444,0,3,27457.052000000003,0,1,0,1,1,0,2
702,France,Female,29,6,14921839.000000002,1,1,1,963301.0,0,0,3,DIAMOND,739,0,1,74609.195,0,1,0,1,0,0,0
652,France,Male,51,7,11983969.0,2,0,1,4349636.0,0,0,5,PLATINUM,749,0,0,0.0,0,0,0,0,0,0,0
641,Spain,Male,32,7,11983969.0,2,1,1,2426728.0,0,0,4,GOLD,652,0,0,0.0,0,0,0,1,0,0,0
692,Germany,Female,41,8,13070129.0,1,1,0,5935424.0,1,1,2,SILVER,235,1,3,65350.645,0,1,0,2,1,1,3
574,Spain,Male,34,5,11983969.0,2,0,0,2826986.0,0,0,5,DIAMOND,626,0,1,0.0,0,0,0,1,0,0,1
643,France,Female,31,3,16794948.0,1,1,0,14316234.0,0,0,2,GOLD,906,0,2,83974.74,0,1,0,1,0,1,2
834,France,Male,23,4,13125481.0,1,1,0,2019930.0,0,0,4,SILVER,675,0,2,65627.405,1,1,0,1,0,0,1
591,France,Male,28,5,11983969.0,2,1,1,4860692.0,0,0,4,SILVER,916,0,0,0.0,0,0,0,0,0,0,0
470,Spain,Male,34,9,11983969.0,2,0,1,8901367.0,0,0,4,DIAMOND,568,0,1,0.0,0,0,1,2,0,0,0
608,Spain,Male,34,7,8665613.0,1,0,1,5989029.0,0,0,1,SILVER,252,0,0,43328.065,0,0,0,1,0,1,1
649,Germany,Female,37,8,11473726.0,1,1,1,10665588.0,1,1,1,DIAMOND,381,0,2,57368.63,0,1,0,2,1,1,2
665,France,Female,38,5,11983969.0,2,1,0,15643956.0,0,0,4,PLATINUM,837,0,1,0.0,0,0,0,0,0,0,1
651,France,Female,39,6,11983969.0,1,1,0,2417644.0,0,0,1,SILVER,283,0,1,0.0,0,0,0,0,0,1,2
555,Germany,Male,62,4,11981733.0,1,0,1,4350710.0,1,1,2,GOLD,697,1,2,59908.665,1,1,0,2,1,1,2
637,France,Female,48,7,13080699.0,2,1,1,13200585.0,1,1,1,PLATINUM,358,0,2,43602.33,0,1,0,1,1,1,2
675,France,Female,49,0,11983969.0,1,1,1,8049671.000000001,1,1,4,SILVER,448,0,1,0.0,0,0,0,0,1,0,1
677,Spain,Male,40,5,11983969.0,2,1,0,8894756.0,0,0,4,GOLD,314,0,1,0.0,0,0,0,1,0,0,1
850,Germany,Female,35,2,8093175.0,1,0,0,1263967.0,1,1,2,DIAMOND,983,1,2,40465.875,0,0,0,1,1,1,3
815,France,Female,56,3,11983969.0,3,1,1,9424816.0,1,1,3,GOLD,688,0,1,0.0,0,0,0,0,1,0,1
665,Germany,Male,32,1,13217867.000000002,1,0,0,1186576.0,0,0,1,GOLD,274,0,2,66089.335,0,1,0,2,0,1,2
485,France,Female,27,3,11983969.0,2,1,0,14144985.999999998,0,0,5,SILVER,901,0,2,0.0,0,0,1,1,0,0,1
577,Spain,Male,43,6,11983969.0,2,1,1,14945781.0,0,0,3,DIAMOND,446,0,0,0.0,0,0,0,1,0,0,0
586,France,Female,35,7,16476901.999999998,3,1,0,11981425.0,1,1,3,SILVER,290,0,3,41192.255,0,1,0,1,1,0,2
722,Germany,Male,29,1,10723385.0,2,1,0,2492492.0,0,0,2,DIAMOND,941,0,2,35744.61666666667,0,1,0,2,0,1,2
528,France,Female,27,7,17622707.0,2,0,1,13948153.0,0,0,1,GOLD,875,0,1,58742.35666666667,0,1,0,1,0,1,1
542,France,Female,39,4,10994939.0,2,1,1,4126865.0,0,0,4,SILVER,339,0,1,36649.79666666667,0,1,0,1,0,0,0
552,France,Female,34,5,11983969.0,2,1,1,135141.0,0,0,3,SILVER,712,0,0,0.0,0,0,0,0,0,0,0
678,France,Female,60,10,11773881.0,1,1,0,14748976.0,1,1,4,DIAMOND,599,0,3,58869.405,0,1,0,1,1,0,2
575,Spain,Female,37,9,13329245.000000002,1,1,0,11117509.0,0,0,2,PLATINUM,506,0,2,66646.225,0,1,0,2,0,1,2
669,France,Female,43,1,16047459.0,1,1,1,9596314.0,0,0,3,DIAMOND,946,0,1,80237.295,0,1,0,1,0,0,0
636,France,Male,43,6,11983969.0,2,1,0,4312895.0,0,0,5,PLATINUM,748,0,1,0.0,0,0,0,0,0,0,1
667,Germany,Male,55,9,15439343.0,1,1,1,13767496.0,1,1,3,SILVER,887,0,2,77196.715,0,1,0,2,1,0,1
652,Germany,Female,45,9,11082749.0,1,1,1,15338354.0,1,1,3,PLATINUM,510,0,2,55413.745,0,1,0,2,1,0,1
637,Germany,Female,36,10,14575045.000000002,2,1,1,9666076.0,0,0,1,DIAMOND,407,0,1,48583.48333333334,0,1,0,2,0,1,1
516,Spain,Female,45,8,10904430.0,1,0,1,11581816.0,0,0,5,GOLD,229,0,1,54522.15,0,1,0,2,0,0,0
801,France,Female,32,4,7517053.999999999,1,1,1,3789850.0,0,0,1,SILVER,451,0,0,37585.27,0,0,0,0,0,1,1
692,France,Female,42,2,11983969.0,2,1,0,14522293.0,0,0,3,PLATINUM,498,0,1,0.0,0,0,0,0,0,0,1
585,France,Female,28,6,10579590.0,1,1,1,4121908.9999999995,0,0,2,PLATINUM,446,0,1,52897.95,0,1,0,1,0,1,1
590,France,Male,32,5,11983969.0,2,1,0,5924983.0,0,0,4,GOLD,676,0,1,0.0,0,0,0,0,0,0,1
554,Spain,Male,66,8,11983969.0,2,1,1,11674762.0,0,0,1,PLATINUM,259,0,0,0.0,1,0,0,1,0,1,1
659,France,Female,49,1,11983969.0,1,1,0,11624972.0,1,1,4,PLATINUM,219,0,2,0.0,0,0,0,0,1,0,2
690,France,Female,26,3,11809787.0,1,1,0,6125783.0,0,0,4,GOLD,979,0,2,59048.935,0,1,0,1,0,0,1
697,Germany,Male,29,0,17269354.0,1,0,0,14179898.000000002,0,0,2,DIAMOND,267,0,2,86346.77,0,1,0,2,0,1,2
610,France,Male,36,4,12944030.0,2,1,0,10263835.0,0,0,4,PLATINUM,975,0,2,43146.76666666667,0,1,0,1,0,0,1
599,Spain,Male,36,4,11983969.0,2,0,0,1321056.0,0,0,3,DIAMOND,928,0,1,0.0,0,0,0,1,0,0,1
544,France,Male,23,1,9647120.0,1,1,0,3555097.0,0,0,4,DIAMOND,487,0,1,48235.6,1,0,0,0,0,0,1
548,France,Female,46,1,11983969.0,1,1,1,10446906.0,1,1,4,SILVER,842,0,1,0.0,0,0,0,0,1,0,1
635,Spain,Male,24,4,14019718.0,1,1,1,14293582.999999998,0,0,4,SILVER,907,0,1,70098.59,1,1,0,2,0,0,0
722,France,Male,20,6,11983969.0,2,1,0,19548628.0,0,0,5,DIAMOND,543,0,1,0.0,1,0,0,0,0,0,1
564,France,Female,33,4,13594626.0,1,1,0,6317000.0,0,0,3,DIAMOND,696,0,2,67973.13,0,1,0,1,0,0,1
719,France,Male,69,3,11983969.0,2,1,1,5832006.0,0,0,4,SILVER,489,0,0,0.0,1,0,0,0,0,0,0
547,Germany,Male,50,3,8129002.0,3,0,1,17774703.0,1,1,4,DIAMOND,899,0,1,20322.505,0,0,0,1,1,0,1
850,France,Female,42,8,11983969.0,1,1,0,1963264.0,1,1,5,DIAMOND,366,0,2,0.0,0,0,0,0,1,0,2
515,Germany,Male,60,9,11371536.0,1,1,0,1842424.0000000002,1,1,1,GOLD,850,0,3,56857.68,0,1,0,2,1,1,3
667,Spain,Male,56,2,16888308.0,1,0,1,1889778.0,0,0,2,PLATINUM,321,0,1,84441.54,0,1,0,2,0,1,1
607,Germany,Male,36,8,14342174.0,1,1,0,9787902.0,0,0,1,SILVER,641,0,2,71710.87,0,1,0,2,0,1,2
525,France,Male,26,7,15364439.000000002,1,1,1,6319788.0,0,0,1,SILVER,988,0,1,76822.195,0,1,0,1,0,1,1
606,Spain,Female,53,1,10933006.0,1,1,1,7586000.999999999,0,0,5,DIAMOND,582,0,1,54665.03,0,1,0,2,0,0,0
686,Germany,Female,27,1,11509588.0,2,0,0,7862246.000000001,0,0,2,DIAMOND,873,0,2,38365.293333333335,0,1,0,2,0,1,2
611,France,Male,35,10,11983969.0,1,1,1,2359823.0,1,1,5,SILVER,927,0,1,0.0,0,0,0,0,1,0,1
827,Spain,Male,46,1,18327632.0,1,1,1,1346027.0,0,0,4,DIAMOND,511,0,1,91638.16,0,1,0,2,0,0,0
572,France,Male,33,9,6819372.0,1,1,0,1999831.0000000002,0,0,1,GOLD,269,0,1,34096.86,0,0,0,0,0,1,2
726,France,Female,32,8,11983969.0,2,0,0,18507563.0,0,0,2,SILVER,233,0,1,0.0,0,0,0,0,0,1,2
579,Germany,Male,31,6,13972954.0,1,0,1,13581538.0,0,0,4,SILVER,664,0,1,69864.77,0,1,0,2,0,0,0
598,Spain,Female,56,4,9836533.0,1,1,1,4425133.0,0,0,5,DIAMOND,850,0,0,49182.665,0,0,0,1,0,0,0
663,France,Male,36,10,11983969.0,2,1,0,13634954.999999998,0,0,5,PLATINUM,839,0,1,0.0,0,0,0,0,0,0,1
505,Germany,Female,37,10,12245397.0,2,1,1,5269399.0,0,0,5,DIAMOND,254,0,1,40817.99,0,1,0,2,0,0,0
576,Germany,Male,30,7,13217441.0,2,0,0,9376703.0,0,0,1,GOLD,546,0,2,44058.136666666665,0,1,0,2,0,1,2
555,Spain,Female,24,2,11983969.0,2,0,1,19786655.0,0,0,4,GOLD,347,0,0,0.0,1,0,0,1,0,0,0
524,France,Male,30,1,11983969.0,2,1,0,12681285.0,0,0,3,DIAMOND,706,0,1,0.0,0,0,0,0,0,0,1
776,Spain,Male,39,2,10434945.0,1,0,0,7950305.0,0,0,2,DIAMOND,995,0,2,52174.725,0,1,0,2,0,1,2
645,Germany,Female,41,2,13888104.0,1,1,0,12993653.0,1,1,2,GOLD,936,0,3,69440.52,0,1,0,2,1,1,3
850,Germany,Female,32,0,11696891.0,1,0,0,17509462.0,0,0,2,PLATINUM,442,0,2,58484.455,0,1,0,2,0,1,2
603,Germany,Male,35,1,10534603.0,2,1,1,13037950.0,0,0,5,SILVER,701,0,1,35115.34333333333,0,1,0,2,0,0,0
691,France,Male,26,9,13662319.0,1,1,0,15322800.0,0,0,3,GOLD,550,0,2,68311.595,0,1,0,1,0,0,1
583,France,Female,29,10,11983969.0,2,1,1,11128585.0,0,0,4,SILVER,574,0,0,0.0,0,0,0,0,0,0,0
584,France,Female,66,5,11983969.0,1,1,0,4955338.0,1,1,4,GOLD,770,0,2,0.0,1,0,0,0,1,0,2
679,France,Female,33,6,11983969.0,2,1,1,9801585.0,0,0,5,PLATINUM,521,0,0,0.0,0,0,0,0,0,0,0
646,France,Male,36,6,12444552.0,1,1,0,8848132.0,0,0,2,SILVER,621,0,2,62222.76,0,1,0,1,0,1,2
559,France,Female,34,5,6899966.0,2,1,1,6687927.0,0,0,2,PLATINUM,840,0,0,22999.88666666667,0,0,0,0,0,1,1
595,Spain,Male,36,6,8576842.0,1,1,1,2480277.0,0,0,5,DIAMOND,301,0,0,42884.21,0,0,0,1,0,0,0
527,France,Male,47,1,11983969.0,1,1,0,2131216.0,1,1,3,PLATINUM,590,0,2,0.0,0,0,0,0,1,0,2
684,Spain,Male,34,9,10062800.0,2,1,1,19026378.0,0,0,2,PLATINUM,451,0,1,33542.666666666664,0,1,0,2,0,1,1
673,Spain,Female,32,0,11983969.0,1,1,1,7287333.0,0,0,4,GOLD,726,0,0,0.0,0,0,0,1,0,0,0
802,Spain,Male,38,7,11983969.0,2,0,1,5776465.0,0,0,5,GOLD,476,0,0,0.0,0,0,0,1,0,0,0
675,France,Male,54,6,11983969.0,1,1,0,11027384.0,1,1,2,SILVER,420,1,2,0.0,0,0,0,0,1,1,3
762,Spain,Female,19,6,11983969.0,2,1,0,5550017.0,0,0,1,DIAMOND,931,0,1,0.0,1,0,0,1,0,1,2
580,France,Male,50,0,12564736.0,1,1,0,5754108.0,1,1,3,PLATINUM,548,0,3,62823.68,0,1,0,1,1,0,2
621,Germany,Female,31,8,10037539.0,1,1,1,9038426.0,0,0,5,DIAMOND,467,0,1,50187.695,0,1,0,2,0,0,0
411,France,Female,36,10,11983969.0,1,0,0,12069435.0,0,0,2,PLATINUM,329,0,2,0.0,0,0,1,1,0,1,2
815,France,Male,24,7,17192272.0,1,0,1,17802896.0,0,0,2,DIAMOND,458,0,1,85961.36,1,1,0,1,0,1,1
631,Germany,Female,32,2,14681099.0,2,1,1,18099029.0,0,0,1,GOLD,378,0,1,48936.996666666666,0,1,0,2,0,1,1
514,Germany,Female,45,3,10903223.0,1,0,1,15540721.0,1,1,2,DIAMOND,764,0,2,54516.115,0,1,0,2,1,1,2
638,France,Male,57,6,11983969.0,1,1,0,3367648.0000000005,1,1,4,GOLD,523,0,2,0.0,0,0,0,0,1,0,2
791,Spain,Male,25,7,11983969.0,1,1,0,8966628.0,0,0,5,PLATINUM,740,0,1,0.0,0,0,0,1,0,0,1
516,France,Male,35,5,12865359.0,1,1,0,12755826.0,0,0,5,DIAMOND,595,0,2,64326.795,0,1,0,1,0,0,1
734,France,Male,37,3,8038781.0,1,0,1,7727262.0,0,0,5,SILVER,350,0,0,40193.905,0,0,0,0,0,0,0
611,France,Male,58,8,11983969.0,2,0,1,10766568.0,1,1,5,PLATINUM,294,0,1,0.0,0,0,0,0,1,0,1
850,Germany,Male,43,0,10850882.0,3,1,0,18404480.0,1,1,5,PLATINUM,721,0,3,27127.205,0,1,0,2,1,0,2
641,France,Male,31,10,15597817.000000002,1,1,0,9151071.0,0,0,4,SILVER,990,0,2,77989.085,0,1,0,1,0,0,1
585,France,Female,38,5,11983969.0,1,1,1,8736356.0,0,0,1,GOLD,822,0,0,0.0,0,0,0,0,0,1,1
552,Germany,Male,50,4,12117556.0,1,1,0,11750507.0,1,1,1,DIAMOND,662,0,3,60587.78,0,1,0,2,1,1,3
507,France,Female,29,4,8934947.0,2,0,0,18062668.0,0,0,3,GOLD,889,0,1,29783.156666666666,0,0,0,0,0,0,1
735,Spain,Male,38,7,8613171.0,2,0,0,9347896.0,0,0,5,PLATINUM,692,0,1,28710.570000000003,0,0,0,1,0,0,1
707,France,Female,58,3,10234686.0,1,1,1,11467264.0,0,0,5,PLATINUM,887,0,1,51173.43,0,1,0,1,0,0,0
698,Germany,Female,36,7,12126362.0,1,1,1,1338788.0,0,0,3,DIAMOND,233,0,1,60631.81,0,1,0,2,0,0,0
841,France,Male,31,2,11983969.0,2,1,0,17324052.0,0,0,3,DIAMOND,647,0,1,0.0,0,0,0,0,0,0,1
688,Spain,Female,33,2,11983969.0,1,0,0,2755718.0,1,1,1,DIAMOND,878,0,2,0.0,0,0,0,1,1,1,3
614,France,Male,51,3,11983969.0,2,1,1,555237.0,0,0,4,GOLD,705,0,0,0.0,0,0,0,0,0,0,0
511,Germany,Male,48,6,14972607.999999998,1,0,0,8830787.0,1,1,2,GOLD,527,0,3,74863.04,0,1,0,2,1,1,3
447,France,Male,43,2,11983969.0,2,1,0,3387926.0,1,1,5,GOLD,348,0,3,0.0,0,0,1,1,1,0,2
